0	0.367879	0.367879
10000	0.640181	0.328188
20000	0.727046	0.306661
30000	0.77004	0.284724
40000	0.83493	0.259268
50000	0.83539	0.258779
60000	0.86452	0.262013
70000	0.870418	0.257281
80000	0.870418	0.257281
90000	0.890297	0.256939
100000	0.890248	0.256947
110000	0.900784	0.242882
120000	0.911115	0.233501
130000	0.911115	0.233501
140000	0.917319	0.222697
150000	0.922376	0.22162
160000	0.922953	0.221912
170000	0.922985	0.221928
180000	0.927931	0.223668
190000	0.930147	0.224416
200000	0.933896	0.216298
210000	0.935267	0.216701
220000	0.935267	0.216701
230000	0.935273	0.216692
240000	0.937745	0.212805
250000	0.937751	0.212801
260000	0.942684	0.214933
270000	0.944323	0.213313
280000	0.944536	0.213305
290000	0.944658	0.213301
300000	0.951041	0.20572
310000	0.952882	0.206318
320000	0.95396	0.202737
330000	0.961286	0.189721
340000	0.961678	0.189038
350000	0.961993	0.189072
360000	0.964403	0.184856
370000	0.965674	0.182033
380000	0.965674	0.182033
390000	0.965672	0.182033
400000	0.97011	0.183042
410000	0.970685	0.181638
420000	0.972532	0.180421
430000	0.972532	0.180421
440000	0.972522	0.180425
450000	0.972532	0.18042
460000	0.972582	0.18042
470000	0.972532	0.180421
480000	0.972538	0.180405
490000	0.972555	0.180421
500000	0.972595	0.180392
510000	0.972628	0.180421
520000	0.972685	0.180429
530000	0.973181	0.180513
540000	0.973228	0.180512
550000	0.973794	0.180321
560000	0.974253	0.179395
570000	0.976009	0.179752
580000	0.976008	0.179756
590000	0.976008	0.179756
600000	0.976027	0.179732
610000	0.976007	0.179756
620000	0.976039	0.179764
630000	0.977881	0.180265
640000	0.977948	0.180261
650000	0.977949	0.180258
660000	0.977949	0.180258
670000	0.977949	0.180258
680000	0.978028	0.180063
690000	0.978417	0.178986
700000	0.978453	0.178955
710000	0.978467	0.178969
720000	0.978459	0.178986
730000	0.978459	0.178986
740000	0.978479	0.178993
750000	0.979301	0.179267
760000	0.979298	0.179266
770000	0.979298	0.179266
780000	0.979298	0.179266
790000	0.979307	0.179249
800000	0.979316	0.179215
810000	0.979455	0.178844
820000	0.980876	0.175855
830000	0.981629	0.17556
840000	0.981738	0.175438
850000	0.981739	0.175438
860000	0.981738	0.175438
870000	0.981708	0.175433
880000	0.981738	0.175438
