0	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
100000	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	0	0	0	-0.136332	-0.0866682	-0.041829	0	0	-0.0218635	0	-0.031444	-0.0644855	-0.103583	0	0	-0.104657	0.049762	0	0.0786671	0.0898731	0	0	0	0.0808676	0.098963	0	0.0689552	0	0.156521	0.072062	0.041519	0	0.0912303	0	0	0.0377968	0.0599158	0.125704	0	0.0808797	0	0	0	0	0.0846324	0.131943	0	0.0422029	0	-0.0794271	0	-0.0604728	-0.0876927	0	-0.0572117	0	-0.0896301	-0.076057	0	-0.0956143	0	-0.0419308	0	0	0	0	0.134406	0	0	0.0484696	0	-0.0984409	0.779914	0.86212	4.15653	4.42797	4.25746	4.11523	1.07187	0.969613	0.782003	0.855738	4.00574	4.42163	4.25917	4.05983	1.07247	1.09738
200000	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	0	0	-0.0388221	-0.136332	-0.0866682	-0.041829	0	0	-0.0218635	0	-0.031444	-0.0644855	-0.103583	0	0	-0.104657	0.049762	0	0.0786671	0.182029	0	0	0	0.0808676	0.098963	0	0.0689552	0	0.214638	0.072062	0.134788	0	0.161812	0	0	0.0377968	0.0599158	0.210204	0	0.0808797	0	0	0.0416257	0	0.0846324	0.131943	0	0.0422029	0	-0.0794271	0	-0.0604728	-0.0876927	0	-0.0572117	-0.0985401	-0.0896301	-0.076057	0	-0.168282	0	-0.141189	0	0	0	0	0.190018	0	0	0.0484696	0	-0.0984409	0.63203	0.865736	4.46737	4.58742	4.50366	4.28443	0.937814	0.470936	0.63566	0.865009	4.35245	4.58469	4.50144	4.23744	0.933957	0.515138
300000	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	0	0	-0.0388221	-0.187345	-0.0866682	-0.041829	0	0	-0.0218635	-0.0987442	-0.031444	-0.0644855	-0.103583	0	0	-0.104657	0.049762	0	0.0786671	0.182029	0	0.0715787	0	0.0808676	0.098963	0	0.0689552	0	0.214638	0.072062	0.174819	0	0.161812	0	0	0.0377968	0.0599158	0.210204	0	0.0808797	0	0	0.0416257	0	0.0846324	0.131943	0.0782024	0.0422029	0	-0.0794271	0	-0.0604728	-0.0876927	-0.0685664	-0.0972244	-0.0985401	-0.0896301	-0.076057	0	-0.168282	0	-0.141189	0	0	0	0	0.190018	0	0	0.0484696	0	-0.0984409	0.51486	0.757306	4.57637	4.59306	4.50444	4.35977	0.668324	0.472407	0.516585	0.755784	4.50659	4.59124	4.50291	4.32153	0.667401	0.516397
400000	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	0	-0.0635269	-0.0388221	-0.187345	-0.0866682	-0.041829	0	0	-0.0218635	-0.0987442	-0.108937	-0.0644855	-0.103583	0	-0.091472	-0.104657	0.049762	0	0.0786671	0.182029	0	0.0715787	0.0587139	0.0808676	0.098963	0	0.0689552	0	0.214638	0.072062	0.174819	0	0.161812	0	0.0941797	0.0377968	0.0599158	0.210204	0	0.0808797	0	0	0.113626	0	0.0846324	0.131943	0.0782024	0.0422029	0	-0.0794271	0	-0.124838	-0.148868	-0.0685664	-0.0972244	-0.195133	-0.0896301	-0.076057	0	-0.168282	-0.0774813	-0.141189	-0.0641006	0	0	0	0.190018	0	0	0.0484696	0	-0.0984409	0.479682	0.512193	4.5922	4.59047	4.62648	4.51786	0.403636	0.367455	0.480876	0.514085	4.52908	4.58898	4.62487	4.49375	0.403093	0.389108
500000	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	0	0	-0.0388221	-0.187345	-0.0866682	-0.041829	0	0	-0.0218635	-0.0987442	-0.108937	-0.0644855	-0.103583	0	-0.091472	-0.104657	0.049762	0	0.0786671	0.182029	0	0.0715787	0.0587139	0.0808676	0.098963	0	0.0689552	0	0.214638	0.15935	0.174819	0	0.161812	0	0.0941797	0.0377968	0.0599158	0.210204	0	0.0808797	0	0	0.113626	0	0.132758	0.131943	0.0782024	0.0422029	0	-0.0794271	0	-0.124838	-0.148868	-0.0685664	-0.0972244	-0.195133	-0.0896301	-0.076057	0	-0.168282	-0.0774813	-0.141189	-0.0641006	0	0	0	0.190018	0	0	0.0484696	-0.032103	-0.0984409	0.504255	0.510388	4.59618	4.66169	4.63046	4.5861	0.39304	0.363752	0.505412	0.511961	4.53511	4.66099	4.62918	4.56985	0.400283	0.384328
600000	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	0	0	-0.0388221	-0.187345	-0.168584	-0.041829	0	0	-0.0218635	-0.0987442	-0.108937	-0.0644855	-0.103583	0	-0.091472	-0.104657	0.049762	0	0.112282	0.182029	0	0.0715787	0.0587139	0.0808676	0.098963	0	0.0689552	0	0.214638	0.243117	0.174819	0	0.161812	0	0.0941797	0.0377968	0.0599158	0.210204	0	0.0808797	0	0.0609889	0.113626	0	0.132758	0.131943	0.0782024	0.103037	0	-0.0794271	0	-0.124838	-0.148868	-0.0685664	-0.0972244	-0.195133	-0.0896301	-0.076057	0	-0.168282	-0.0774813	-0.141189	-0.0641006	0	0	0	0.190018	0	0	0.0484696	-0.032103	-0.0984409	0.394877	0.509398	4.62874	4.69554	4.62964	4.61829	0.391543	0.3635	0.395346	0.510421	4.58181	4.69523	4.62873	4.60616	0.398617	0.383876
700000	2.5	2.5	2.5	2.5	2.5	2.5205	2.5	2.5	0	0	-0.0388221	-0.187345	-0.168584	-0.041829	0	0	-0.0218635	-0.0987442	-0.108937	-0.14436	-0.103583	0	-0.091472	-0.104657	0.049762	0	0.112282	0.182029	0	0.0715787	0.0587139	0.0808676	0.098963	0	0.0689552	0	0.214638	0.243117	0.174819	0	0.161812	0	0.0941797	0.0377968	0.0599158	0.210204	0	0.0808797	0	0.0609889	0.113626	0.0406144	0.132758	0.131943	0.0782024	0.103037	0	-0.0794271	0	-0.124838	-0.148868	-0.0685664	-0.0972244	-0.195133	-0.0896301	-0.076057	0	-0.168282	-0.0774813	-0.141189	-0.0641006	0	0	0.0283995	0.190018	0	0	0.0484696	-0.032103	-0.0984409	0.394519	0.403803	4.6292	4.69608	4.63094	4.65213	0.392386	0.363638	0.39496	0.397238	4.58254	4.69582	4.63015	4.64333	0.39958	0.384063
800000	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	0	0	-0.0388221	-0.187345	-0.264091	-0.041829	0	0	-0.0218635	-0.0987442	-0.108937	-0.14436	-0.103583	0	-0.091472	-0.104657	0.049762	0	0.112282	0.182029	0	0.0715787	0.0587139	0.0808676	0.098963	0	0.0689552	0	0.214638	0.243117	0.174819	0	0.161812	0	0.0941797	0.0377968	0.0599158	0.210204	0	0.0808797	0	0.0609889	0.113626	0.0406144	0.132758	0.131943	0.0782024	0.103037	0	-0.0794271	0	-0.124838	-0.148868	-0.0685664	-0.0972244	-0.195133	-0.171365	-0.076057	0	-0.168282	-0.0774813	-0.141189	-0.0641006	0	0	0	0.190018	0	0	0.0484696	-0.032103	-0.0984409	0.330672	0.397539	4.62816	4.69547	4.62822	4.6494	0.393438	0.3521	0.330887	0.398196	4.58094	4.6952	4.62734	4.64053	0.400742	0.370041
900000	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	0	0	-0.0388221	-0.187345	-0.264091	-0.041829	0	0	-0.0218635	-0.0987442	-0.108937	-0.14436	-0.103583	-0.077927	-0.091472	-0.104657	0.049762	0	0.112282	0.182029	0	0.0715787	0.0587139	0.0808676	0.098963	0	0.0689552	0	0.214638	0.243117	0.174819	0	0.161812	0	0.0941797	0.0377968	0.0599158	0.262938	0	0.0808797	0	0.0609889	0.113626	0.0406144	0.132758	0.131943	0.0782024	0.103037	0	-0.0794271	0	-0.124838	-0.190487	-0.092926	-0.0972244	-0.195133	-0.0896301	-0.076057	0	-0.210295	-0.0774813	-0.141189	-0.0641006	0	0	0	0.190018	0	0	0.0484696	-0.032103	-0.0984409	0.329959	0.33792	4.62768	4.69546	4.66387	4.64908	0.341889	0.33775	0.330168	0.338396	4.58019	4.69517	4.66323	4.64013	0.346333	0.352679
